,DisGENet_id,Disease_name,Disease_type,Disease_class,Disease_class_name
3462,C1300127,Perivascular Epithelioid Cell Neoplasms,group,C04,   Neoplasms
3464,C1306837,Papillary Renal Cell Carcinoma,disease,C04,   Neoplasms
3465,C1306837,Papillary Renal Cell Carcinoma,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
3466,C1306837,Papillary Renal Cell Carcinoma,disease,C12,   Male Urogenital Diseases
3467,C1319315,Adenocarcinoma of large intestine,disease,C06,   Digestive System Diseases
3468,C1319315,Adenocarcinoma of large intestine,disease,C04,   Neoplasms
3575,C1328479,Pancreatic Endocrine Carcinoma,disease,C06,   Digestive System Diseases
3576,C1328479,Pancreatic Endocrine Carcinoma,disease,C04,   Neoplasms
3577,C1328479,Pancreatic Endocrine Carcinoma,disease,C19,   Endocrine System Diseases
3587,C1332201,Adult Diffuse Large B-Cell Lymphoma,disease,C04,   Neoplasms
3588,C1332201,Adult Diffuse Large B-Cell Lymphoma,disease,C20,   Immune System Diseases
3589,C1332201,Adult Diffuse Large B-Cell Lymphoma,disease,C15,   Hemic and Lymphatic Diseases
3596,C1332218,Adult Type Ovarian Granulosa Cell Tumor,disease,C04,   Neoplasms
3597,C1332218,Adult Type Ovarian Granulosa Cell Tumor,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
3598,C1332218,Adult Type Ovarian Granulosa Cell Tumor,disease,C19,   Endocrine System Diseases
3602,C1336005,Small Intestinal Neuroendocrine Neoplasm,disease,,
3603,C1370419,Ovarian Granulosa Cell Tumor,disease,C04,   Neoplasms
3604,C1370419,Ovarian Granulosa Cell Tumor,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
3605,C1370419,Ovarian Granulosa Cell Tumor,disease,C19,   Endocrine System Diseases
3609,C1378703,Renal carcinoma,disease,C04,   Neoplasms
3610,C1378703,Renal carcinoma,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
3611,C1378703,Renal carcinoma,disease,C12,   Male Urogenital Diseases
3633,C1458155,Mammary Neoplasms,group,C04,   Neoplasms
3634,C1458155,Mammary Neoplasms,group,C17,   Skin and Connective Tissue Diseases
3635,C1540912,Hypereosinophilic syndrome,disease,C15,   Hemic and Lymphatic Diseases
3637,C1621958,Glioblastoma Multiforme,disease,C04,   Neoplasms
3645,C1955861,T-Cell Large Granular Lymphocyte Leukemia,disease,C04,   Neoplasms
3646,C1955861,T-Cell Large Granular Lymphocyte Leukemia,disease,C20,   Immune System Diseases
3647,C1955861,T-Cell Large Granular Lymphocyte Leukemia,disease,C15,   Hemic and Lymphatic Diseases
3651,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,disease,C04,   Neoplasms
3652,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,disease,C20,   Immune System Diseases
3653,C1961099,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,disease,C15,   Hemic and Lymphatic Diseases
3702,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,disease,C04,   Neoplasms
3703,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,disease,C20,   Immune System Diseases
3704,C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,disease,C15,   Hemic and Lymphatic Diseases
3744,C2145472,Urothelial Carcinoma,disease,C04,   Neoplasms
3745,C2145472,Urothelial Carcinoma,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
3746,C2145472,Urothelial Carcinoma,disease,C12,   Male Urogenital Diseases
3747,C2212006,Small cell carcinoma of ovary,disease,C04,   Neoplasms
3748,C2212006,Small cell carcinoma of ovary,disease,C13,   Female Urogenital Diseases and Pregnancy Complications
3749,C2212006,Small cell carcinoma of ovary,disease,C19,   Endocrine System Diseases
3750,C2239176,Liver carcinoma,disease,C06,   Digestive System Diseases
3751,C2239176,Liver carcinoma,disease,C04,   Neoplasms
3774,C2363142,T-Cell Prolymphocytic Leukemia,disease,C04,   Neoplasms
3775,C2363142,T-Cell Prolymphocytic Leukemia,disease,C20,   Immune System Diseases
3776,C2363142,T-Cell Prolymphocytic Leukemia,disease,C15,   Hemic and Lymphatic Diseases
3780,C3463824,MYELODYSPLASTIC SYNDROME,group,C15,   Hemic and Lymphatic Diseases
3798,C3496549,Male Germ Cell Tumor,disease,C04,   Neoplasms
3799,C3496549,Male Germ Cell Tumor,disease,C12,   Male Urogenital Diseases
3800,C3496549,Male Germ Cell Tumor,disease,C19,   Endocrine System Diseases
3810,C3544205,Ovarian clear cell carcinoma,disease,,
3812,C3714644,Thymus Neoplasms,group,C04,   Neoplasms
3813,C3714644,Thymus Neoplasms,group,C15,   Hemic and Lymphatic Diseases
3820,C3887461,Head and Neck Carcinoma,disease,C04,   Neoplasms
3830,C3898222,mucosal melanoma,disease,,
3831,C0268141,"Xeroderma pigmentosum, group G",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3832,C0268141,"Xeroderma pigmentosum, group G",disease,C04,   Neoplasms
3833,C0268141,"Xeroderma pigmentosum, group G",disease,C18,   Nutritional and Metabolic Diseases
3834,C0268141,"Xeroderma pigmentosum, group G",disease,C17,   Skin and Connective Tissue Diseases
3835,C3711374,Nonsyndromic Deafness,disease,C23,"   Pathological Conditions, Signs and Symptoms"
3836,C3711374,Nonsyndromic Deafness,disease,C10,   Nervous System Diseases
3837,C3711374,Nonsyndromic Deafness,disease,C09,   Otorhinolaryngologic Diseases
3838,C2752147,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3839,C2752147,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",disease,C04,   Neoplasms
3840,C2752147,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",disease,C18,   Nutritional and Metabolic Diseases
3841,C2752147,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",disease,C17,   Skin and Connective Tissue Diseases
3842,C1333991,Hereditary Non-Polyposis Colon Cancer Type 2,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3843,C1333991,Hereditary Non-Polyposis Colon Cancer Type 2,disease,C04,   Neoplasms
3844,C1850569,Nemaline Myopathy 2,disease,C05,   Musculoskeletal Diseases
3845,C1850569,Nemaline Myopathy 2,disease,C10,   Nervous System Diseases
3846,C0009405,Hereditary Nonpolyposis Colorectal Neoplasms,group,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3847,C0009405,Hereditary Nonpolyposis Colorectal Neoplasms,group,C06,   Digestive System Diseases
3848,C0009405,Hereditary Nonpolyposis Colorectal Neoplasms,group,C04,   Neoplasms
3849,C0009405,Hereditary Nonpolyposis Colorectal Neoplasms,group,C18,   Nutritional and Metabolic Diseases
3850,C1112155,Hereditary non-polyposis colorectal cancer syndrome,disease,,
3851,C1333990,Hereditary Nonpolyposis Colorectal Cancer,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3852,C1333990,Hereditary Nonpolyposis Colorectal Cancer,disease,C06,   Digestive System Diseases
3853,C1333990,Hereditary Nonpolyposis Colorectal Cancer,disease,C04,   Neoplasms
3854,C1333990,Hereditary Nonpolyposis Colorectal Cancer,disease,C18,   Nutritional and Metabolic Diseases
3857,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3858,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1",disease,C06,   Digestive System Diseases
3859,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1",disease,C04,   Neoplasms
3860,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1",disease,C18,   Nutritional and Metabolic Diseases
3861,C0342788,Renal carnitine transport defect,disease,C23,"   Pathological Conditions, Signs and Symptoms"
3862,C0342788,Renal carnitine transport defect,disease,C05,   Musculoskeletal Diseases
3863,C0342788,Renal carnitine transport defect,disease,C10,   Nervous System Diseases
3864,C0342788,Renal carnitine transport defect,disease,C14,   Cardiovascular Diseases
3865,C1970827,Phosphoribosylpyrophosphate Synthetase Superactivity,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3866,C1970827,Phosphoribosylpyrophosphate Synthetase Superactivity,disease,C18,   Nutritional and Metabolic Diseases
3878,C1708349,Hereditary Diffuse Gastric Cancer,disease,C06,   Digestive System Diseases
3879,C1708349,Hereditary Diffuse Gastric Cancer,disease,C04,   Neoplasms
3884,C0265234,Branchio-Oto-Renal Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3889,C0346153,"Breast Cancer, Familial",disease,C04,   Neoplasms
3890,C0346153,"Breast Cancer, Familial",disease,C17,   Skin and Connective Tissue Diseases
3891,C4551981,Familial Multiple Coagulation Factor Deficiency I,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3892,C4551981,Familial Multiple Coagulation Factor Deficiency I,disease,C15,   Hemic and Lymphatic Diseases
3893,C0265252,Coffin-Lowry syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3894,C0265252,Coffin-Lowry syndrome,disease,C10,   Nervous System Diseases
3895,C0175683,Citrullinemia,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3896,C0175683,Citrullinemia,disease,C18,   Nutritional and Metabolic Diseases
3897,C0175683,Citrullinemia,disease,C10,   Nervous System Diseases
3898,C0751751,"Argininosuccinic Acid Synthetase Deficiency, Complete",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3899,C0751751,"Argininosuccinic Acid Synthetase Deficiency, Complete",disease,C18,   Nutritional and Metabolic Diseases
3900,C0751751,"Argininosuccinic Acid Synthetase Deficiency, Complete",disease,C10,   Nervous System Diseases
3901,C4721769,Citrullinemia Type 1,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3902,C4721769,Citrullinemia Type 1,disease,C18,   Nutritional and Metabolic Diseases
3903,C4721769,Citrullinemia Type 1,disease,C10,   Nervous System Diseases
3907,C1853892,Dimethylglycine Dehydrogenase Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3908,C1853892,Dimethylglycine Dehydrogenase Deficiency,disease,C18,   Nutritional and Metabolic Diseases
3909,C0452138,"Sensorineural hearing loss, bilateral",disease,C23,"   Pathological Conditions, Signs and Symptoms"
3910,C0452138,"Sensorineural hearing loss, bilateral",disease,C10,   Nervous System Diseases
3911,C0452138,"Sensorineural hearing loss, bilateral",disease,C09,   Otorhinolaryngologic Diseases
3912,C1832828,"Deafness, Autosomal Recessive 9",disease,C23,"   Pathological Conditions, Signs and Symptoms"
3913,C1832828,"Deafness, Autosomal Recessive 9",disease,C10,   Nervous System Diseases
3914,C1832828,"Deafness, Autosomal Recessive 9",disease,C09,   Otorhinolaryngologic Diseases
3915,C1832830,"Auditory Neuropathy, Nonsyndromic Recessive",phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
3916,C1832830,"Auditory Neuropathy, Nonsyndromic Recessive",phenotype,C10,   Nervous System Diseases
3917,C1832830,"Auditory Neuropathy, Nonsyndromic Recessive",phenotype,C09,   Otorhinolaryngologic Diseases
3918,C0271829,Pendred's syndrome,disease,C23,"   Pathological Conditions, Signs and Symptoms"
3919,C0271829,Pendred's syndrome,disease,C10,   Nervous System Diseases
3920,C0271829,Pendred's syndrome,disease,C19,   Endocrine System Diseases
3921,C0271829,Pendred's syndrome,disease,C09,   Otorhinolaryngologic Diseases
3922,C3494976,Migrating partial seizures in infancy,disease,C23,"   Pathological Conditions, Signs and Symptoms"
3923,C3494976,Migrating partial seizures in infancy,disease,C10,   Nervous System Diseases
3924,C0878544,Cardiomyopathies,group,C14,   Cardiovascular Diseases
3925,C2676676,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1",disease,,
3926,C2676677,"BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1",phenotype,,
3927,C2676678,"OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1",phenotype,,
3928,C0264893,Nodal rhythm disorder,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
3929,C0264893,Nodal rhythm disorder,phenotype,C14,   Cardiovascular Diseases
3930,C0348626,Other specified cardiac arrhythmias,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
3931,C0348626,Other specified cardiac arrhythmias,phenotype,C14,   Cardiovascular Diseases
3932,C0428908,Sinus Node Dysfunction (disorder),disease,C23,"   Pathological Conditions, Signs and Symptoms"
3933,C0428908,Sinus Node Dysfunction (disorder),disease,C14,   Cardiovascular Diseases
3934,C1142166,Brugada Syndrome (disorder),disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3935,C1142166,Brugada Syndrome (disorder),disease,C14,   Cardiovascular Diseases
3936,C1399226,Ectopic rhythm,phenotype,C23,"   Pathological Conditions, Signs and Symptoms"
3937,C1399226,Ectopic rhythm,phenotype,C14,   Cardiovascular Diseases
3938,C2748542,"CARDIAC CONDUCTION DEFECT, NONSPECIFIC (disorder)",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3939,C2748542,"CARDIAC CONDUCTION DEFECT, NONSPECIFIC (disorder)",disease,C14,   Cardiovascular Diseases
3940,C4551804,Brugada Syndrome 1,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3941,C4551804,Brugada Syndrome 1,disease,C14,   Cardiovascular Diseases
3942,C0023264,Leigh Disease,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3943,C0023264,Leigh Disease,disease,C18,   Nutritional and Metabolic Diseases
3944,C0023264,Leigh Disease,disease,C10,   Nervous System Diseases
3945,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3946,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,disease,C18,   Nutritional and Metabolic Diseases
3947,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,disease,C10,   Nervous System Diseases
3948,C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3949,C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,disease,C18,   Nutritional and Metabolic Diseases
3950,C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,disease,C10,   Nervous System Diseases
3951,C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3952,C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,disease,C18,   Nutritional and Metabolic Diseases
3953,C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,disease,C10,   Nervous System Diseases
3954,C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3955,C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,disease,C18,   Nutritional and Metabolic Diseases
3956,C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,disease,C10,   Nervous System Diseases
3957,C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3958,C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,disease,C18,   Nutritional and Metabolic Diseases
3959,C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,disease,C10,   Nervous System Diseases
3960,C2931891,"Necrotizing encephalopathy, infantile subacute, of Leigh",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3961,C2931891,"Necrotizing encephalopathy, infantile subacute, of Leigh",disease,C18,   Nutritional and Metabolic Diseases
3962,C2931891,"Necrotizing encephalopathy, infantile subacute, of Leigh",disease,C10,   Nervous System Diseases
3963,C0001080,Achondroplasia,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3964,C0001080,Achondroplasia,disease,C05,   Musculoskeletal Diseases
3965,C0796003,Juberg-Marsidi syndrome,disease,C23,"   Pathological Conditions, Signs and Symptoms"
3966,C0796003,Juberg-Marsidi syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3967,C0796003,Juberg-Marsidi syndrome,disease,C10,   Nervous System Diseases
3968,C0796003,Juberg-Marsidi syndrome,disease,C19,   Endocrine System Diseases
3969,C0796003,Juberg-Marsidi syndrome,disease,C09,   Otorhinolaryngologic Diseases
3970,C0398621,Hypoplasminogenemia,disease,C15,   Hemic and Lymphatic Diseases
3971,C1968804,"Plasminogen Deficiency, Type I",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3972,C1968804,"Plasminogen Deficiency, Type I",disease,C11,   Eye Diseases
3973,C1968804,"Plasminogen Deficiency, Type I",disease,C17,   Skin and Connective Tissue Diseases
3974,C0282529,"Chondrodysplasia Punctata, Rhizomelic",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3975,C0282529,"Chondrodysplasia Punctata, Rhizomelic",disease,C18,   Nutritional and Metabolic Diseases
3976,C0282529,"Chondrodysplasia Punctata, Rhizomelic",disease,C05,   Musculoskeletal Diseases
3977,C4707243,Familial thoracic aortic aneurysm and aortic dissection,disease,,
3978,C2750457,"Waardenburg Syndrome, Type 4b",disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3979,C2750457,"Waardenburg Syndrome, Type 4b",disease,C06,   Digestive System Diseases
3984,C0032339,Rothmund-Thomson syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3985,C0032339,Rothmund-Thomson syndrome,disease,C18,   Nutritional and Metabolic Diseases
3986,C0032339,Rothmund-Thomson syndrome,disease,C17,   Skin and Connective Tissue Diseases
3987,C1708353,Hereditary Paraganglioma-Pheochromocytoma Syndrome,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3988,C1708353,Hereditary Paraganglioma-Pheochromocytoma Syndrome,disease,C04,   Neoplasms
3989,C0007194,Hypertrophic Cardiomyopathy,disease,C14,   Cardiovascular Diseases
3991,C0039445,Hereditary hemorrhagic telangiectasia,disease,C16,"   Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
3992,C0039445,Hereditary hemorrhagic telangiectasia,disease,C15,   Hemic and Lymphatic Diseases
